data,any,trimestre,num_document,import,situacio,codi_operacio,nif_tercer,proveidor,descripcio,categoria,font,menjo_score,menjo_total_cat,menjo_num_cont,menjo_slug,calaf_score,calaf_pct_pressupost,calaf_anys
2026-03-04,2026,1,F/2026/427,1553.64,E - Registrada,,,"MAQUINARIA AGRICOLA SEGUES, SL",,Altres,portal_2026_Q1,,,,,,,
2026-03-05,2026,1,F/2026/430,4.66,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-05,2026,1,F/2026/431,1083.97,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-05,2026,1,F/2026/432,819.64,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-05,2026,1,F/2026/435,269.1,E - Registrada,,,EMINFOR SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-05,2026,1,F/2026/436,1846.46,E - Registrada,,,LAGOUME SL,Serveis integrals de neteja i neteja general d’edificis,Obra pública,portal_2026_Q1,,,,,,,
2026-03-05,2026,1,F/2026/437,2312.23,E - Registrada,,,ESPUBLICO SERVICIOS PARA LA ADMINISTRACION SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-06,2026,1,F/2026/438,1185.8,E - Registrada,,,ROC BARNILS VIRGILI,,Altres,portal_2026_Q1,,,,,,,
2026-03-06,2026,1,F/2026/445,216.38,E - Registrada,,,JOAN MONTANER CASTELLANA FUSTERIA M3G,,Altres,portal_2026_Q1,,,,,,,
2026-03-07,2026,1,F/2026/446,7.97,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-07,2026,1,F/2026/448,145.2,E - Registrada,,,CONSTRUCCIONS CREUS I JIMENEZ OBRA CIVIL SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-08,2026,1,F/2026/451,180.46,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-08,2026,1,F/2026/452,165.76,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-08,2026,1,F/2026/453,99.62,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/460,891.17,E - Registrada,,,ACUSTIC ANOIA SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/479,387.2,E - Registrada,,,NETEGES CALAF SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/480,326.7,E - Registrada,,,NETEGES CALAF SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/481,169.4,E - Registrada,,,NETEGES CALAF SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-09,2026,1,F/2026/482,169.4,E - Registrada,,,NETEGES CALAF SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-10,2026,1,F/2026/486,35.94,E - Registrada,,,PLANELL SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-10,2026,1,F/2026/487,128.74,E - Registrada,,,PLANELL SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-10,2026,1,F/2026/488,127.93,E - Registrada,,,PLANELL SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-10,2026,1,F/2026/489,38.9,E - Registrada,,,PLANELL SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-10,2026,1,F/2026/490,139.21,E - Registrada,,,PLANELL SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-10,2026,1,F/2026/492,395.67,E - Registrada,,,PARQUES Y JARDINES FABREGAS SLU,,Altres,portal_2026_Q1,,,,,,,
2026-03-11,2026,1,F/2026/493,510.61,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-11,2026,1,F/2026/494,542.36,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-11,2026,1,F/2026/495,168.81,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-11,2026,1,F/2026/496,93.75,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-11,2026,1,F/2026/497,169.73,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-11,2026,1,F/2026/498,93.75,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-11,2026,1,F/2026/499,749.0,E - Registrada,,,ASSOCIACIO CATALANA DE MUNICIPIS I COMARQUES ( NOU NIF A PARTIR 1/1/15 ),,Altres,portal_2026_Q1,,,,,,,
2026-03-12,2026,1,F/2026/509,63.4,E - Registrada,,,MULE CALAF SLL,,Altres,portal_2026_Q1,,,,,,,
2026-03-12,2026,1,F/2026/510,686.24,E - Registrada,,,SERVICIOS DE SALUD Y SEGUNDA OPINION SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-12,2026,1,F/2026/512,145.2,E - Registrada,,,EDUARD VALLS BALSELLS,Arquitecte Tècnic (Aparellador),Altres,portal_2026_Q1,,,,,,,
2026-03-13,2026,1,F/2026/513,434.54,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-13,2026,1,F/2026/514,406.69,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-13,2026,1,F/2026/515,2081.85,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-13,2026,1,F/2026/516,112.0,E - Registrada,,,ENDESA ENERGIA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-16,2026,1,F/2026/520,786.5,E - Registrada,,,ASSOCIACIÓ PROTECTORA D' ANIMALS DE L' ANOIA,,Altres,portal_2026_Q1,,,,,,,
2026-03-16,2026,1,F/2026/521,925.27,E - Registrada,,,MANUEL HERNAN FERNANDEZ,Veterinari,Altres,portal_2026_Q1,,,,,,,
2026-03-16,2026,1,F/2026/522,145.3,E - Registrada,,,MANUEL HERNAN FERNANDEZ,Veterinari,Altres,portal_2026_Q1,,,,,,,
2026-03-16,2026,1,F/2026/523,1191.5,E - Registrada,,,MANUEL HERNAN FERNANDEZ,Veterinari,Altres,portal_2026_Q1,,,,,,,
2026-03-17,2026,1,F/2026/524,21.78,E - Registrada,,,COMERCIAL GLOBAL PAYMENTS SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-17,2026,1,F/2026/528,17646.01,E - Registrada,,,TRANSPARENTA CICLE INTEGRAL DE L'AIGUA SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-17,2026,1,F/2026/530,1178.65,E - Registrada,,,VODAFONE ESPAÑA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-18,2026,1,F/2026/531,54.62,E - Registrada,,,SOCIEDAD GENERAL DE AUTORES Y EDITORES SGDPI,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/533,1448.75,E - Registrada,,,ELECTRA CALDENSE ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/534,139.85,E - Registrada,,,ELECTRA CALDENSE ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/535,252.58,E - Registrada,,,ELECTRA CALDENSE ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/536,395.95,E - Registrada,,,ELECTRA CALDENSE ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/537,59.56,E - Registrada,,,ELECTRA CALDENSE ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/538,291.08,E - Registrada,,,ELECTRA CALDENSE ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/539,191.37,E - Registrada,,,ELECTRA CALDENSE ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/540,76.27,E - Registrada,,,ELECTRA CALDENSE ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/541,131.02,E - Registrada,,,ELECTRA CALDENSE ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/542,899.02,E - Registrada,,,ELECTRA CALDENSE ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/543,247550.99,E - Registrada,,,ROMA INFRAESTRUCTURES I SERVEIS SA,RESIDÈNCIA,Obra pública,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/544,1398.76,E - Registrada,,,CARMABER 2000 SL,"Comerç al per menor de mobiliari d’oficina,",Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/545,1530.42,E - Registrada,,,DAIMLER TRUCK FINANCIAL SERVICES ESPAÑA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/546,1451.23,E - Registrada,,,ID WASTE SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/547,871.2,E - Registrada,,,FLAMA FARRES SL,"Instal·lacions de gas, reparació, manteniment i instal·lació de calefacció",Manteniment,portal_2026_Q1,,,,,,,
2026-03-19,2026,1,F/2026/548,1649.0,E - Registrada,,,ASSOCIACIO CULTURAL  RECREATIVA UNIO CALAFINA,,Altres,portal_2026_Q1,,,,,,,
2026-03-20,2026,1,F/2026/549,1350.0,E - Registrada,,,"CLOTET I NYAFENEGGER, PIA",,Altres,portal_2026_Q1,,,,,,,
2026-03-20,2026,1,F/2026/550,45.0,E - Registrada,,,"CLOTET I NYAFENEGGER, PIA",,Altres,portal_2026_Q1,,,,,,,
2026-03-20,2026,1,F/2026/551,989.49,E - Registrada,,,VODAFONE ESPAÑA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-20,2026,1,F/2026/552,608.03,E - Registrada,,,GRUPO T AMBIENTAL ASLE SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/553,7840.8,E - Registrada,,,ECOPIME PROJECTS SL,RESIDÈNCIA,Obra pública,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/554,1266.49,E - Registrada,,,IBERDROLA CLIENTES SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/555,682.44,E - Registrada,,,SOLITIUM CONTROL GROUP SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/556,1789.7,E - Registrada,,,GRUPO T AMBIENTAL ASLE SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/558,98.37,E - Registrada,,,PLANELL SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/559,17.65,E - Registrada,,,PLANELL SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/560,47.07,E - Registrada,,,PLANELL SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/561,56.7,E - Registrada,,,PLANELL SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/562,15.79,E - Registrada,,,PLANELL SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-23,2026,1,F/2026/563,5.88,E - Registrada,,,PLANELL SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-24,2026,1,F/2026/568,34.8,E - Registrada,,,TELEFONICA DE ESPAÑA SAU,,Altres,portal_2026_Q1,,,,,,,
2026-03-24,2026,1,F/2026/569,653.4,E - Registrada,,,"COSTA PERARNAU, JOSEP MARIA","Autor de llibres infantils i juvenils, músic i compositor.",Altres,portal_2026_Q1,,,,,,,
2026-03-24,2026,1,F/2026/570,847.25,E - Registrada,,,BLANCA CAMACHO LOPEZ-BARAJAS,Notària (Notario Público),Altres,portal_2026_Q1,,,,,,,
2026-03-24,2026,1,F/2026/571,152.8,E - Registrada,,,BLANCA CAMACHO LOPEZ-BARAJAS,Notària (Notario Público),Altres,portal_2026_Q1,,,,,,,
2026-03-24,2026,1,F/2026/572,77.24,E - Registrada,,,AMAZON BUSINESS EU SARL SUCURSAL ESPAÑA,,Altres,portal_2026_Q1,,,,,,,
2026-03-25,2026,1,F/2026/574,392.04,E - Registrada,,,COPIATELA SCP,,Altres,portal_2026_Q1,,,,,,,
2026-03-25,2026,1,F/2026/575,698.13,E - Registrada,,,ANALEMA SERVEIS ENERGETICS SCCL,,Altres,portal_2026_Q1,,,,,,,
2026-03-25,2026,1,F/2026/576,578.38,E - Registrada,,,ANALEMA SERVEIS ENERGETICS SCCL,,Altres,portal_2026_Q1,,,,,,,
2026-03-25,2026,1,F/2026/577,742.25,E - Registrada,,,ANTICIMEX 3D SANIDAD AMBIENTAL SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-26,2026,1,F/2026/579,232.03,E - Registrada,,,ELECTRICA PINTO SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-26,2026,1,F/2026/580,704.58,E - Registrada,,,ELECTRICA PINTO SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/581,6.6,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/582,70.69,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/583,15.79,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/584,46.62,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/585,37.62,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/586,13.05,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/587,70.15,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/588,44.07,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/589,11.47,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/590,37.51,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/591,20.78,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/592,21.82,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/593,67.29,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/594,118.62,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/595,62.85,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/596,2.18,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/597,23.96,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/598,64.96,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/599,70.92,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/600,9.65,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/601,689.04,E - Registrada,,,PROSETEL 95 SLU,,Altres,portal_2026_Q1,,,,,,,
2026-03-27,2026,1,F/2026/602,110.0,E - Registrada,,,MONICA TORRA SOLANO,"Narradora, actriu i creadora de contingut per a infants i família.",Altres,portal_2026_Q1,,,,,,,
2026-03-28,2026,1,F/2026/604,332.75,E - Registrada,,,CA L'HUGUET JARDINERS SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-28,2026,1,F/2026/605,2160.0,E - Registrada,,,MONTSERRAT CEBALLOS MIGUEL,Mòduls de formació en atenció sociosanitària.,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/606,11.29,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/607,13.4,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/608,42.39,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/609,95.1,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/610,4.79,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/611,15.79,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/612,59.2,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/613,3216.71,E - Registrada,,,ISERVEIS EINSTIC SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/614,23.38,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/615,67.52,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/616,125.29,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/617,77.25,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/618,72.51,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/619,181.36,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/620,34.74,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/621,58.51,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/622,5.97,E - Registrada,,,FACTOR ENERGIA SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/623,142.93,E - Registrada,,,ID WASTE SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-30,2026,1,F/2026/624,538.21,E - Registrada,,,EMINFOR SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/625,55.66,E - Registrada,,,CARDIOSOS GLOBAL PROTECTION SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/626,167.1,E - Registrada,,,SOLITIUM CONTROL GROUP SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/627,6624.97,E - Registrada,,,ACRONET NETEJA SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/628,9.9,E - Registrada,,,"FONT SABALA, MERITXELL - FARMACIA",,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/629,322.59,E - Registrada,,,SOLITIUM CONTROL GROUP SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/630,2315.13,E - Registrada,,,NETEGES CALAF SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/631,411.4,E - Registrada,,,NETEGES CALAF SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/633,1067.22,E - Registrada,,,NETEGES CALAF SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/634,266.2,E - Registrada,,,CALAF TOT NET SL,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/635,2715.24,E - Registrada,,,TALLER AURIA SCCL,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/636,5625.69,E - Registrada,,,TALLER AURIA SCCL,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/637,46.7,E - Registrada,,,GREMI INSTAL.LADORS DEL L'ANOIA,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/638,2312.23,E - Registrada,,,ESPUBLICO SERVICIOS PARA LA ADMINISTRACION SA,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/639,175.45,E - Registrada,,,PARQUES Y JARDINES FABREGAS SLU,,Altres,portal_2026_Q1,,,,,,,
2026-03-31,2026,1,F/2026/640,460.0,E - Registrada,,,AUTOCARS PRATS SERRAT SL,,Altres,portal_2026_Q1,,,,,,,
